===== Starting battle of <LightfootPlodder> vs <Alternator> with memory tape size: 22 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | -4 | >-5 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | >-6 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | >-7 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | >-2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | >-3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | >-4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | >2 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | >3 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | >4 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | >5 | 0 | 0 | 0 | 0 | 0 | 0< | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | >6 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | >7 | 0 | 0 | 0 | 0 | 0< | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >0 | 0 | 0 | 0 | 0< | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-1 | 0 | 0 | 0< | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-2 | 0 | 0 | 0< | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-3 | 0 | 0 | 0< | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-4 | 0 | 0< | 0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-5 | 0 | 0< | 0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-6 | 0 | 0< | 0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-7 | 0< | 0 | 0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-8 | 0< | 0 | 0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-9 | 0< | 0 | 0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-10< | 0 | 0 | 0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-11< | 0 | 0 | 0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-13< | 0 | 0 | 0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-14< | 0 | 0 | 0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-16< | 0 | 0 | 0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-17< | 0 | 0 | 0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-19< | 0 | 0 | 0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | >-20< | 0 | 0 | 0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -21< | >0 | 0 | 0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -21< | >1 | 0 | 0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -22< | >2 | 0 | 0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -22< | >3 | 0 | 0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -23< | 3 | >0 | 0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -23< | 3 | >-1 | 0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -24< | 3 | -1 | >0 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -24< | 3 | -1 | >-1 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -25< | 3 | -1 | >-2 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -25< | 3 | -1 | >-3 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -26< | 3 | -1 | >-4 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -26< | 3 | -1 | >-5 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -27< | 3 | -1 | >-6 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -27< | 3 | -1 | >-7 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -28< | 3 | -1 | >-8 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -28< | 3 | -1 | >-9 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -29< | 3 | -1 | >-10 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -29< | 3 | -1 | -10 | >0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -30< | 3 | -1 | -10 | >1 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -30< | 3 | -1 | -10 | >2 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -31< | 3 | -1 | -10 | >3 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -31< | 3 | -1 | -10 | >4 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -32< | 3 | -1 | -10 | >5 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -32< | 3 | -1 | -10 | >6 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -33< | 3 | -1 | -10 | >7 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -33< | 3 | -1 | -10 | >8 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -34< | 3 | -1 | -10 | >9 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -34< | 3 | -1 | -10 | >10 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -35< | 3 | -1 | -10 | >11 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -35< | 3 | -1 | -10 | >12 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -36< | 3 | -1 | -10 | >13 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -36< | 3 | -1 | -10 | >14 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -37< | 3 | -1 | -10 | >15 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -37< | 3 | -1 | -10 | >16 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -38< | 3 | -1 | -10 | >16 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -38< | 3 | -1 | -10 | >15 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -39< | 3 | -1 | -10 | >15 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -39< | 3 | -1 | -10 | >14 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -40< | 3 | -1 | -10 | >14 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -40< | 3 | -1 | -10 | >13 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -41< | 3 | -1 | -10 | >13 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -41< | 3 | -1 | -10 | >12 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -42< | 3 | -1 | -10 | >12 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -42< | 3 | -1 | -10 | >11 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -43< | 3 | -1 | -10 | >11 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -43< | 3 | -1 | -10 | >10 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -44< | 3 | -1 | -10 | >10 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -44< | 3 | -1 | -10 | >9 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -45< | 3 | -1 | -10 | >9 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -45< | 3 | -1 | -10 | >8 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -46< | 3 | -1 | -10 | >8 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -46< | 3 | -1 | -10 | >7 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -47< | 3 | -1 | -10 | >7 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -47< | 3 | -1 | -10 | >6 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -48< | 3 | -1 | -10 | >6 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -48< | 3 | -1 | -10 | >5 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -49< | 3 | -1 | -10 | >5 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -49< | 3 | -1 | -10 | >4 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -50< | 3 | -1 | -10 | >4 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -50< | 3 | -1 | -10 | >3 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -51< | 3 | -1 | -10 | >3 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -51< | 3 | -1 | -10 | >2 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -52< | 3 | -1 | -10 | >2 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -52< | 3 | -1 | -10 | >1 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -53< | 3 | -1 | -10 | >1 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -53< | 3 | -1 | -10 | >0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -54< | 3 | -1 | -10 | >0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -54< | 3 | -1 | >-10 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -55< | 3 | -1 | >-11 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -55< | 3 | -1 | >-11 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -56< | 3 | -1 | >-11 | 0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -56< | 3 | -1 | -11 | >0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -57< | 3 | -1 | -11 | 0 | >0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -57< | 3 | -1 | -11 | 0 | >0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -58< | 3 | -1 | -11 | >0 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -58< | 3 | -1 | -11 | >-1 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -59< | 3 | -1 | -11 | >-1 | 0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -59< | 3 | -1 | -11 | -1 | >0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -60< | 3 | -1 | -11 | -1 | 0 | >0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -60< | 3 | -1 | -11 | -1 | 0 | >0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -61< | 3 | -1 | -11 | -1 | >0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -61< | 3 | -1 | -11 | -1 | >-1 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -62< | 3 | -1 | -11 | -1 | >-1 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -62< | 3 | -1 | -11 | -1 | -1 | >0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -63< | 3 | -1 | -11 | -1 | -1 | 0 | >1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -63< | 3 | -1 | -11 | -1 | -1 | 0 | >1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -64< | 3 | -1 | -11 | -1 | -1 | 0 | >2 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -64< | 3 | -1 | -11 | -1 | -1 | 0 | >2 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -65< | 3 | -1 | -11 | -1 | -1 | 0 | >1 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -65< | 3 | -1 | -11 | -1 | -1 | 0 | >0 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -66< | 3 | -1 | -11 | -1 | -1 | 0 | >0 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -66< | 3 | -1 | -11 | -1 | -1 | 0 | >0 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -67< | 3 | -1 | -11 | -1 | -1 | 0 | >0 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -67< | 3 | -1 | -11 | -1 | -1 | >0 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -68< | 3 | -1 | -11 | -1 | -1 | >-1 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -68< | 3 | -1 | -11 | -1 | -1 | >-1 | 0 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -69< | 3 | -1 | -11 | -1 | -1 | -1 | >0 | -1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -69< | 3 | -1 | -11 | -1 | -1 | -1 | 0 | >-1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -70< | 3 | -1 | -11 | -1 | -1 | -1 | 0 | >-1 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -70< | 3 | -1 | -11 | -1 | -1 | -1 | 0 | >0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -71< | 3 | -1 | -11 | -1 | -1 | -1 | 0 | >0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -71< | 3 | -1 | -11 | -1 | -1 | -1 | 0 | >0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -72< | 3 | -1 | -11 | -1 | -1 | -1 | >0 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -72< | 3 | -1 | -11 | -1 | -1 | -1 | >-1 | 0 | 1 | -1 | 1 | -1 | 1 | -1 | 1 | 128 ]
